EqID,Equation,Framework,Domain,SourceDoc,SourceLine,Description,VerificationStatus,RelatedEqs,ExperimentalTest
LE103,https://consensus.app/papers/,Literature,QM,Superframework_Expansion.pdf,"Page 16, Line 38",Vortex Beams. Available at: https://consensus.app/papers/ wavefront-distortion-compensation-weakly-vortex-beams-wei/ 50809a59276a5bddbb748443189fefcb/?utm_source=chatgpt,Theoretical,,Theoretical validation required
LE104,50809a59276a5bddbb748443189fefcb/?utm_source=chatgpt,Literature,QM,Superframework_Expansion.pdf,"Page 16, Line 40",Available at: https://consensus.app/papers/ wavefront-distortion-compensation-weakly-vortex-beams-wei/ 50809a59276a5bddbb748443189fefcb/?utm_source=chatgpt [3] Xia & Shu-Zheng (2024). Tunneling Radiat...,Theoretical,,Theoretical validation required
LE105,https://consensus.app/,Literature,GR,Superframework_Expansion.pdf,"Page 16, Line 48",Kerr-Sen-Like Spacetimes. Available at: https://consensus.app/ papers/research-tunneling-radiation-bosons-kerrsenlike-black-xia/ a0cfdbdc1d0e51229b302ebee112ad7f/?utm_source=chatgpt,Theoretical,,Theoretical validation required
LE106,a0cfdbdc1d0e51229b302ebee112ad7f/?utm_source=chatgpt,Literature,General,Superframework_Expansion.pdf,"Page 16, Line 50",Available at: https://consensus.app/ papers/research-tunneling-radiation-bosons-kerrsenlike-black-xia/ a0cfdbdc1d0e51229b302ebee112ad7f/?utm_source=chatgpt [4] Hui et,Theoretical,,Theoretical validation required
LE107,195f191eaaf6514b808ec5c7c101b41c/?utm_source=chatgpt,Literature,General,Superframework_Expansion.pdf,"Page 16, Line 65",Available at: https://consensus.app/papers/ breathers-gerdjikovivanov-equation-elliptic-function-hui/ 195f191eaaf6514b808ec5c7c101b41c/?utm_source=chatgpt [5] Jiang et,Theoretical,,Theoretical validation required
LE108,7bdf82ada35457e2b9f5510a28866512/?utm_source=chatgpt,Literature,QM,Superframework_Expansion.pdf,"Page 16, Line 81",Available at: https://consensus.app/ papers/dispersion-analysis-wavefield-modeling-lattice-jiang/ 7bdf82ada35457e2b9f5510a28866512/?utm_source=chatgpt [6] Jawarneh (2024).,Theoretical,,Theoretical validation required
LE109,9b1d4545970e56d9934c1ef9008a880a/?utm_source=chatgpt,Literature,General,Superframework_Expansion.pdf,"Page 16, Line 94",Available at: https://consensus.app/papers/ unification-decomposition-method-transformation-jawarneh/ 9b1d4545970e56d9934c1ef9008a880a/?utm_source=chatgpt [7] Wen et,Theoretical,,Theoretical validation required
LE110,eb5606507ce65766b85c62ba3a6bd125/?utm_source=chatgpt,Literature,General,Superframework_Expansion.pdf,"Page 16, Line 110",Available at: https://consensus.app/papers/ control-noncanonical-nonlinear-systems-with-timevarying-wen/ eb5606507ce65766b85c62ba3a6bd125/?utm_source=chatgpt [8] Liu et,Theoretical,,Theoretical validation required
LE111,738d879e06b65fae885b122b5437a416/?utm_source=chatgpt,Literature,General,Superframework_Expansion.pdf,"Page 16, Line 125",Available at: https://consensus.app/papers/ hyperchaotic-based-discrete-memristor-meminductor-liu/ 738d879e06b65fae885b122b5437a416/?utm_source=chatgpt [9] Salama et,Theoretical,,Theoretical validation required
LE112,1c5fa60078b659c2bbb9f76e9c25ad73/?utm_source=chatgpt,Literature,General,Superframework_Expansion.pdf,"Page 16, Line 139",Available at: https://consensus.app/papers/ solution-variableorder-diffusion-equation-arising-salama/ 1c5fa60078b659c2bbb9f76e9c25ad73/?utm_source=chatgpt 16,Theoretical,,Theoretical validation required
LE113,f164f85a552f54aebc9a16fabbb48e9d/?utm_source=chatgpt,Literature,Math,Superframework_Expansion.pdf,"Page 17, Line 17","Available at: https://consensus.app/ papers/inverse-effective-index-method-twodimensional-hvik/ f164f85a552f54aebc9a16fabbb48e9d/?utm_source=chatgpt [11] Hinngaart, E.J. (2024). Tourmaline Framework: ...",Theoretical,,Dimensional spectroscopy
TE001,"ω2u = D · u,",Tourmaline,General,Tourmaline.pdf,"Page 4, Line 23","dynamics. 2.2 Mathematical Formulations of Lattice Dynamics The propagation of phonons in tourmaline can be described by: ω2u = D · u, where ω is the phonon frequency, u the displacement vector, and D...",Theoretical,,Theoretical validation required
TE002,"E(k) = ℏωk, where ωk ∝k2.",Tourmaline,General,Tourmaline.pdf,"Page 4, Line 35","where Cijkl describes the elastic properties critical to phonon interactions. 2.3 Phonon Propagation in Tourmaline The quasi-periodic lattice introduces band gaps in phonon propagation, governed by: E...",Theoretical,,Theoretical validation required
TE003,κ = π2k2,Tourmaline,Thermo,Tourmaline.pdf,"Page 4, Line 43",2.4 Tourmaline’s Role in Heat Dissipation Thermal conductivity in tourmaline is influenced by phonon scattering. The Wiedemann- Franz law provides a first-order approximation: κ = π2k2 BT 3e2,Theoretical,,Theoretical validation required
TE004,∂t2 = µ0,Tourmaline,QM,Tourmaline.pdf,"Page 6, Line 15",Nonlinear Wave Equation: ∇2E −1 c2 ∂2E ∂t2 = µ0 ∂2PNL ∂t2,Theoretical,,Theoretical validation required
TE005,"P(2)(2ω) = ϵ0χ(2) : E(ω)E(ω),",Tourmaline,GR,Tourmaline.pdf,"Page 6, Line 25","Second-Harmonic Generation (SHG) in Tourmaline Tourmaline’s non-centrosymmetric lattice enables efficient SHG, where two photons at frequency ω combine to produce one photon at frequency 2ω. Nonlinear...",Theoretical,,Theoretical validation required
TE006,"P(3)(3ω) = ϵ0χ(3) : E(ω)E(ω)E(ω),",Tourmaline,General,Tourmaline.pdf,"Page 6, Line 34","Third-Harmonic Generation (THG) and Beyond Higher-order nonlinearities in tourmaline facilitate third-harmonic generation, where three photons at frequency ω combine to generate one photon at frequenc...",Theoretical,,Theoretical validation required
TE007,n2(ω) = ϵ(ω),Tourmaline,General,Tourmaline.pdf,"Page 6, Line 41",3.4 Anisotropy in Nonlinear Optical Responses Tourmaline’s optical anisotropy significantly affects its nonlinear optical behavior. The refractive index depends on polarization and propagation directi...,Theoretical,,Theoretical validation required
TE008,k2ω = kω + kω.,Tourmaline,General,Tourmaline.pdf,"Page 7, Line 5","3.5 Phase-Matching Conditions in Tourmaline Efficient nonlinear optical processes require phase-matching conditions, where the mo- mentum conservation relation is satisfied: k2ω = kω + kω. Tourmaline ...",Theoretical,,Theoretical validation required
TE009,no(ω) ̸= ne(ω).,Tourmaline,General,Tourmaline.pdf,"Page 7, Line 8","mentum conservation relation is satisfied: k2ω = kω + kω. Tourmaline supports birefringent phase matching, where the refractive index differ- ence compensates for dispersion: no(ω) ̸= ne(ω). 3.6 Nonli...",Theoretical,,Theoretical validation required
TE010,ZPE = χ(2),Tourmaline,EM,Tourmaline.pdf,"Page 7, Line 46","maline by modulating the local electric field. This coupling enhances nonlinear suscepti- bilities under specific conditions, enabling dynamic tuning of optical responses. ZPE-Enhanced Susceptibilitie...",Theoretical,,Zero-point energy spectroscopy
TE011,"Pi = dijkσjk,",Tourmaline,GR,Tourmaline.pdf,"Page 9, Line 11",from its asymmetric lattice structure and complex borosilicate framework. These proper- ties allow it to convert mechanical stress into electrical signals and temperature variations into electric char...,Theoretical,,Theoretical validation required
TE012,"Pi = γi∆T,",Tourmaline,GR,Tourmaline.pdf,"Page 9, Line 14","Piezoelectric Tensor Equation: Pi = dijkσjk, where Pi is the polarization, dijk is the piezoelectric tensor, and σjk is the stress tensor. Pyroelectric Equation: Pi = γi∆T, where γi is the pyroelectri...",Theoretical,,Theoretical validation required
TE013,"P = d : σ,",Tourmaline,EM,Tourmaline.pdf,"Page 9, Line 31",Stress-Induced Polarization in Tourmaline Applying mechanical stress to tourmaline generates a polarization field along specific crystallographic directions. This effect is captured by the constitutiv...,Theoretical,,Vibrational spectroscopy in crystals
TE014,ρ = γ ∆T,Tourmaline,EM,Tourmaline.pdf,"Page 9, Line 39",4.4 Thermal Fluctuations and Pyroelectric Response Tourmaline generates electric charge in response to temperature changes due to its pyro- electric properties. The pyroelectric coefficient γ determin...,Theoretical,,Theoretical validation required
TE015,Pi = dijkσjk + γi∆T.,Tourmaline,EM,Tourmaline.pdf,"Page 10, Line 6",Coupled Piezoelectric-Pyroelectric Behavior Tourmaline’s unique lattice structure allows for coupling between piezoelectric and pyro- electric effects. When subject to simultaneous mechanical stress a...,Theoretical,,Theoretical validation required
TE016,P = 1,Tourmaline,EM,Tourmaline.pdf,"Page 10, Line 13","4.6 Energy Harvesting via Piezoelectricity The piezoelectric properties of tourmaline enable energy harvesting from mechanical vi- brations. The output power P is given by: P = 1 2CV 2, where C is the...",Theoretical,,Theoretical validation required
TE017,E = 1,Tourmaline,EM,Tourmaline.pdf,"Page 10, Line 17","P = 1 2CV 2, where C is the capacitance, and V is the voltage generated by the piezoelectric effect. Energy Density: E = 1 2dijkσ2 jk.",Theoretical,,Theoretical validation required
TE018,I = Aγ ∆T,Tourmaline,EM,Tourmaline.pdf,"Page 10, Line 26","4.7 Thermal Energy Harvesting via Pyroelectricity Tourmaline’s pyroelectric properties enable energy harvesting from temperature fluctua- tions. The generated current I is: I = Aγ ∆T ∆t , where A is t...",Theoretical,,Theoretical validation required
TE019,"P(θ, ϕ) = P0 cos(θ) sin(ϕ),",Tourmaline,EM,Tourmaline.pdf,"Page 10, Line 41","The anisotropic nature of tourmaline’s piezoelectric and pyroelectric properties depends on crystallographic orientation. Using X-ray diffraction and scanning probe techniques, researchers have mapped...",Theoretical,,Vibrational spectroscopy in crystals
TE020,"Hψphonon = Eψphonon,",Tourmaline,QM,Tourmaline.pdf,"Page 12, Line 14",5.2 Quantum Coherence in Lattice Vibrations The lattice vibrations (phonons) in tourmaline exhibit coherence under quantum condi- tions. The phonon wavefunction ψphonon satisfies the Schr¨odinger equa...,Theoretical,,Theoretical validation required
TE021,H = p2,Tourmaline,QM,Tourmaline.pdf,"Page 12, Line 17","tions. The phonon wavefunction ψphonon satisfies the Schr¨odinger equation: Hψphonon = Eψphonon, where H is the lattice Hamiltonian and E is the energy eigenvalue. Lattice Hamiltonian: H = p2 2m + 1 2...",Theoretical,,Theoretical validation required
TE022,Ee-ph = ℏωq,Tourmaline,QM,Tourmaline.pdf,"Page 12, Line 39","k and ck are electron creation and annihilation operators, and a† q, aq are phonon operators. Energy Renormalization: Ee-ph = ℏωq  nq + 1",Theoretical,,Theoretical validation required
TE023,Γ = A exp,Tourmaline,QM,Tourmaline.pdf,"Page 13, Line 5",5.4 Quantum Tunneling in Tourmaline Lattice Quantum tunneling effects in tourmaline’s lattice structure allow ions to transition be- tween potential wells. The tunneling rate Γ is given by: Γ = A exp ...,Theoretical,,Theoretical validation required
TE024,En = ℏ2π2n2,Tourmaline,QM,Tourmaline.pdf,"Page 13, Line 20","5.5 Quantum Confined States in Nanostructured Tourmaline Nanoscale tourmaline exhibits quantum confinement effects, where the electronic wave- function is spatially restricted. The energy levels are q...",Theoretical,,Theoretical validation required
TE025,EZPE = 1,Tourmaline,QM,Tourmaline.pdf,"Page 13, Line 28",5.6 Zero-Point Energy Effects on Quantum Interactions Zero-point energy (ZPE) plays a significant role in tourmaline’s quantum-crystalline in- teractions. ZPE shifts the vibrational ground state energ...,Theoretical,,Zero-point energy spectroscopy
TE026,"n2(ω) = ϵr(ω)µr(ω),",Tourmaline,QM,Tourmaline.pdf,"Page 13, Line 36",5.7 Quantum Optics and Photonic Properties Tourmaline exhibits unique quantum optical properties due to its birefringence and non- linear susceptibility. The refractive index n(ω) is described by: n2(...,Theoretical,,Theoretical validation required
TE027,"P (2) = ϵ0χ(2)E2,",Tourmaline,General,Tourmaline.pdf,"Page 13, Line 39","linear susceptibility. The refractive index n(ω) is described by: n2(ω) = ϵr(ω)µr(ω), where ϵr and µr are the relative permittivity and permeability, respectively. Nonlinear Optical Susceptibility: P ...",Theoretical,,Theoretical validation required
TE028,C = 1,Tourmaline,QM,Tourmaline.pdf,"Page 14, Line 5","5.8 Quantum Topology in Tourmaline Lattice Tourmaline’s lattice can be analyzed using topological quantum mechanics, where its band structure exhibits nontrivial topology. The Chern number C is calcul...",Theoretical,,Theoretical validation required
TE029,Cv = 9NkB,Tourmaline,QM,Tourmaline.pdf,"Page 15, Line 17","6.2 Heat Capacity and Vibrational Modes The heat capacity Cv of tourmaline is determined by its lattice vibrations and quantum excitations. Using the Debye model, the heat capacity is: Cv = 9NkB  T Θ...",Theoretical,,Theoretical validation required
TE030,κ = 1,Tourmaline,Thermo,Tourmaline.pdf,"Page 15, Line 33","6.3 Thermal Conductivity Tourmaline’s thermal conductivity κ arises from phonon transport in its lattice. The kinetic theory of thermal conductivity gives: κ = 1 3Cvvsℓ, where vs is the speed of sound...",Theoretical,,Theoretical validation required
TE031,"Pi = dijσj,",Tourmaline,EM,Tourmaline.pdf,"Page 16, Line 5","6.4 Piezoelectric Energy Conversion Tourmaline’s piezoelectric coefficient dij governs its ability to convert mechanical stress into electric charge: Pi = dijσj, where Pi is the polarization, σj is th...",Theoretical,,Theoretical validation required
TE032,η = Poutput,Tourmaline,GR,Tourmaline.pdf,"Page 16, Line 8","into electric charge: Pi = dijσj, where Pi is the polarization, σj is the applied stress, and dij is the piezoelectric tensor. Efficiency: η = Poutput Pinput = ϵ0χ(2)E",Theoretical,,Theoretical validation required
TE033,p = ∂P,Tourmaline,EM,Tourmaline.pdf,"Page 16, Line 20","6.5 Pyroelectric Energy Harvesting Tourmaline’s pyroelectric effect generates electric charge in response to temperature changes. The pyroelectric coefficient p is: p = ∂P ∂T , where P is the polariza...",Theoretical,,Theoretical validation required
TE034,"Epyro = p∆TA,",Tourmaline,Thermo,Tourmaline.pdf,"Page 16, Line 24","p = ∂P ∂T , where P is the polarization, and T is the temperature. Energy Density: Epyro = p∆TA, where ∆T is the temperature change, and A is the active area. Applications include:",Theoretical,,Theoretical validation required
TE035,"F = U −TS,",Tourmaline,Thermo,Tourmaline.pdf,"Page 16, Line 33",6.6 Thermodynamic Stability Under Extreme Conditions Tourmaline’s crystalline structure provides exceptional stability under extreme thermal and pressure conditions. The Helmholtz free energy F is: F ...,Theoretical,,Vibrational spectroscopy in crystals
TE036,Tmax = Ubond,Tourmaline,Thermo,Tourmaline.pdf,"Page 16, Line 36","and pressure conditions. The Helmholtz free energy F is: F = U −TS, where U is the internal energy, T is the temperature, and S is the entropy. Thermal Decomposition Threshold: Tmax = Ubond kB ,",Theoretical,,Thermal imaging and entropy measurement
TE037,"S = kB ln Ω,",Tourmaline,QM,Tourmaline.pdf,"Page 17, Line 5","6.7 Entropy and Disorder in Lattice Dynamics The entropy S of tourmaline is governed by its lattice vibrations and quantum interac- tions: S = kB ln Ω, where Ωis the number of accessible microstates. ...",Theoretical,,Thermal imaging and entropy measurement
TE038,Sphonon = 3NkB,Tourmaline,Thermo,Tourmaline.pdf,"Page 17, Line 8","tions: S = kB ln Ω, where Ωis the number of accessible microstates. Phonon Contribution to Entropy: Sphonon = 3NkB  T ΘD",Theoretical,,Thermal imaging and entropy measurement
TE039,• Internal Energy: U = −∂ln Z,Tourmaline,General,Tourmaline.pdf,"Page 17, Line 25","X i e−Ei/kBT. Key Thermodynamic Relations: • Internal Energy: U = −∂ln Z ∂β , where β = 1/kBT. • Free Energy: F = −kBT ln Z.",Theoretical,,Theoretical validation required
TE040,"∂β , where β = 1/kBT.",Tourmaline,Thermo,Tourmaline.pdf,"Page 17, Line 26","i e−Ei/kBT. Key Thermodynamic Relations: • Internal Energy: U = −∂ln Z ∂β , where β = 1/kBT. • Free Energy: F = −kBT ln Z. • Entropy: S = kB ln Z + U",Theoretical,,Thermal imaging and entropy measurement
TE041,• Free Energy: F = −kBT ln Z.,Tourmaline,Thermo,Tourmaline.pdf,"Page 17, Line 27","e−Ei/kBT. Key Thermodynamic Relations: • Internal Energy: U = −∂ln Z ∂β , where β = 1/kBT. • Free Energy: F = −kBT ln Z. • Entropy: S = kB ln Z + U T .",Theoretical,,Thermal imaging and entropy measurement
TE042,• Entropy: S = kB ln Z + U,Tourmaline,QM,Tourmaline.pdf,"Page 17, Line 28","Key Thermodynamic Relations: • Internal Energy: U = −∂ln Z ∂β , where β = 1/kBT. • Free Energy: F = −kBT ln Z. • Entropy: S = kB ln Z + U T . Quantum effects are critical in explaining tourmaline’s lo...",Theoretical,,Thermal imaging and entropy measurement
TE043,"∆J = σ∆E + γ∆T,",Tourmaline,EM,Tourmaline.pdf,"Page 19, Line 35",• FIR promotes blood microcirculation and oxygenation. • Resonance with water clusters enhances cellular hydration and nutrient delivery. • Electric fields modulate ion channels and membrane potential...,Theoretical,,Theoretical validation required
TE044,"τcoherence = τ0e−λϕ(t),",Tourmaline,QM,Tourmaline.pdf,"Page 20, Line 11","states. • Piezoelectric fields stabilize ionic gradients across neural membranes. • Modulation of synaptic potentials improves signal fidelity. Quantum Coherence Model: τcoherence = τ0e−λϕ(t), where τ...",Theoretical,,Theoretical validation required
TE045,ηmito = PATP,Tourmaline,EM,Tourmaline.pdf,"Page 20, Line 24",• Electric fields stimulate electron transport chain efficiency. • Infrared resonance improves the hydration shell dynamics critical for mitochondrial enzymes. Energy Efficiency Equation: ηmito = PATP...,Theoretical,,Theoretical validation required
TE046,Ehydration = −,Tourmaline,EM,Tourmaline.pdf,"Page 20, Line 38",• FIR radiation aligns dipole moments in water clusters. • Hydrogen-bond networks stabilize under electric field influences. • Enhanced hydration supports protein folding and enzymatic activity. Hydra...,Theoretical,,Theoretical validation required
TE047,"ϕ(t) = ϕ0 cos(ωt) + ∆ϕ sin(γt),",Tourmaline,QM,Tourmaline.pdf,"Page 21, Line 20",• FIR induces periodic oscillations in metabolic pathways. • Piezoelectric fields synchronize intracellular clocks. • Quantum coherence stabilizes oscillatory dynamics in neural systems. Time-Crystal ...,Theoretical,,Vibrational spectroscopy in crystals
TE048,τcoherence = τ0,Tourmaline,General,Tourmaline.pdf,"Page 22, Line 14","X n=1 an cos(nωt) + bn sin(nωt), and substituting this into τcoherence, we derive: τcoherence = τ0 ∞ Y",Theoretical,,Theoretical validation required
TE049,V (r) = qiqj,Tourmaline,QM,Tourmaline.pdf,"Page 22, Line 31","qiqj 4πϵrij , can be refined by considering quantum corrections to the Coulomb potential: V (r) = qiqj 4πϵr ",Theoretical,,Theoretical validation required
TE050,"dt = ∇V · ˙ϕ(t),",Tourmaline,General,Tourmaline.pdf,"Page 22, Line 45","The oscillatory dynamics of biological systems: ϕ(t) = ϕ0 cos(ωt) + ∆ϕ sin(γt), can be further validated by analyzing the Lyapunov stability: dV dt = ∇V · ˙ϕ(t), where V is a Lyapunov candidate functi...",Theoretical,,Theoretical validation required
TE051,"ndoped = nbase + ∆ndopant,",Tourmaline,General,Tourmaline_Addendum.pdf,"Page 1, Line 21","The SUPERFRAMEWORK significantly enhances Second-Harmonic Generation (SHG) and Third-Harmonic Generation (THG) efficiencies through doping, periodic poling, and ZPE-modulated effects. • Doping Optimiz...",Theoretical,,Zero-point energy spectroscopy
TE052,doped = χ(n),Tourmaline,General,Tourmaline_Addendum.pdf,"Page 1, Line 23","ZPE-modulated effects. • Doping Optimization: ndoped = nbase + ∆ndopant, χ(n) doped = χ(n) base + ∆χ(n) dopant.",Theoretical,,Zero-point energy spectroscopy
TE053,∆kpoling = ∆k −2π,Tourmaline,General,Tourmaline_Addendum.pdf,"Page 1, Line 28",base + ∆χ(n) dopant. Optimal concentrations: 9.59% (SHG) and 8.98% (THG). • Periodic Poling: ∆kpoling = ∆k −2π Λ . Optimal poling period: 1.0 µm for both SHG and THG.,Theoretical,,Theoretical validation required
TE054,"n(T) = n0 + αT,",Tourmaline,Thermo,Tourmaline_Addendum.pdf,"Page 2, Line 4","2. Thermal-Optical Coupling Thermal conductivity and temperature-dependent refractive indices influence phase match- ing and harmonic intensities: n(T) = n0 + αT, κ = 1 3Cvvsℓ.",Theoretical,,Theoretical validation required
TE055,"SHG: td = 528 nm, tu = 486 nm,",Tourmaline,General,Tourmaline_Addendum.pdf,"Page 2, Line 10","3Cvvsℓ. 3. Layered Structures Alternating doped and undoped layers enhance phase-matching efficiency: • Optimal Thicknesses: SHG: td = 528 nm, tu = 486 nm, THG: td = 652 nm, tu = 368 nm. III. SUPERFRA...",Theoretical,,Theoretical validation required
TE056,"THG: td = 652 nm, tu = 368 nm.",Tourmaline,General,Tourmaline_Addendum.pdf,"Page 2, Line 11","3. Layered Structures Alternating doped and undoped layers enhance phase-matching efficiency: • Optimal Thicknesses: SHG: td = 528 nm, tu = 486 nm, THG: td = 652 nm, tu = 368 nm. III. SUPERFRAMEWORK P...",Theoretical,,Theoretical validation required
TE057,ηlayered = 1,Tourmaline,Thermo,Tourmaline_Addendum.pdf,"Page 2, Line 46",3. Thermal Contribution κZPE = 1 3Cv∇ωpℓ. 4. Layered Structures ηlayered = 1 N N,Theoretical,,Zero-point energy spectroscopy
LE114,Details: cache-iad-kjyo7100064-IAD 1761338034 1033706288,Literature,General,adobe_sample.pdf,"Page 1, Line 3",Error 404 Error 54113 Details: cache-iad-kjyo7100064-IAD 1761338034 1033706288 Varnish cache server,Theoretical,,Theoretical validation required
LE115,You should be redirected automatically to the target URL: /,Literature,General,arxiv_quantum_gravity_sample.pdf,"Page 1, Line 2","Redirecting... You should be redirected automatically to the target URL: / pdf/2401.00001. If not, click the link.",Theoretical,,Theoretical validation required
LE116,Figure 1: The Bitcoin logo.,Literature,General,quantum_foam_espresso.pdf,"Page 1, Line 59","counter special functions, martingale theory, Markov chains, Dyck words, etc. Nodes in the network broadcast transactions and can par- ticipate in their validation. The process of validating transac- ...",Theoretical,,Theoretical validation required
LE117,hashrate p. The whole network takes on average τ0 = 10 min,Literature,General,quantum_foam_espresso.pdf,"Page 2, Line 47",tal hashrate. His proﬁt comes from the block rewards of his validated blocks. It is important to know the probability of success when mining a block. The average number of blocks per unit of time that...,Theoretical,,Theoretical validation required
LE118,"to validate a block, hence our miner takes on average t0 = τ0",Literature,General,quantum_foam_espresso.pdf,"Page 2, Line 48",validated blocks. It is important to know the probability of success when mining a block. The average number of blocks per unit of time that he succeeds mining is proportional to his hashrate p. The w...,Theoretical,,Theoretical validation required
LE119,fτ(t) = αe−αt,Literature,General,quantum_foam_espresso.pdf,"Page 2, Line 55","blocks mined by our miner. The pseudo-random properties of the hash function shows that mining is a Markov process, that is, memoryless. It is then an elementary exercise to show from this property th...",Theoretical,,Theoretical validation required
LE120,"where α = 1/t0 = 1/E[T]. If the miner starts mining at t = 0,",Literature,General,quantum_foam_espresso.pdf,"Page 2, Line 56","of the hash function shows that mining is a Markov process, that is, memoryless. It is then an elementary exercise to show from this property that T follows an exponential distribution, fτ(t) = αe−αt ...",Theoretical,,Theoretical validation required
LE121,Sn = T1 + T2 + . . . + Tn .,Literature,General,quantum_foam_espresso.pdf,"Page 2, Line 63","blocks, then the Markov property shows that the random vari- ables T1, T2, . . . , Tn are independent and are all identically distributed following the same exponential law. Therefore, the time needed...",Theoretical,,Theoretical validation required
LE122,fSn(u)du = 1 −e−αt,Literature,General,quantum_foam_espresso.pdf,"Page 2, Line 74",with cumulative distribution FSn(t) = Z t 0 fSn(u)du = 1 −e−αt n−1 X,Theoretical,,Theoretical validation required
LE123,"number of blocks validated at time t > 0, N(t) = max{n ≥",Literature,General,quantum_foam_espresso.pdf,"Page 2, Line 82","(αt)k k! . From this we conclude that if N(t) is the process counting the number of blocks validated at time t > 0, N(t) = max{n ≥ 0; Sn < t}, then we have P[N(t) = n] = FSn(t) −FSn+1(t) = (αt)n",Theoretical,,Theoretical validation required
LE124,P[N(t) = n] = FSn(t) −FSn+1(t) = (αt)n,Literature,General,quantum_foam_espresso.pdf,"Page 2, Line 84",". From this we conclude that if N(t) is the process counting the number of blocks validated at time t > 0, N(t) = max{n ≥ 0; Sn < t}, then we have P[N(t) = n] = FSn(t) −FSn+1(t) = (αt)n n! e−αt ,",Theoretical,,Theoretical validation required
LE125,"ing relative hashrate, p = 1 −q, consists of honest miners",Literature,General,quantum_foam_espresso.pdf,"Page 2, Line 118","try to attempt a double spend, and will succeed with a non- zero probability. The ﬁrst mathematical problem consists of computing the probability that the malicious miner succeeds in rewriting the las...",Theoretical,,Theoretical validation required
LE126,The random variable Xn = N′(Sn) of the number of blocks,Literature,General,quantum_foam_espresso.pdf,"Page 3, Line 14","α + α′ , q = α′ α + α′ . The random variable Xn = N′(Sn) of the number of blocks mined by the attacker when the honest miners have mined their n-th block follows a negative binomial variable with pa-",Theoretical,,Theoretical validation required
LE127,P[Xn = k] = pkqk,Literature,General,quantum_foam_espresso.pdf,"Page 3, Line 18","The random variable Xn = N′(Sn) of the number of blocks mined by the attacker when the honest miners have mined their n-th block follows a negative binomial variable with pa- rameters (n, p) ([3]), th...",Theoretical,,Theoretical validation required
LE128,tn = E[Sn] = nE[T] = nτ0,Literature,General,quantum_foam_espresso.pdf,"Page 3, Line 25","! . Nakamoto, in section 11 of [1], approximates abusively Xn = N′(Sn) by N′(tn) where tn = E[Sn] = nE[T] = nτ0 p This means that he considers the classical approximation of a",Theoretical,,Theoretical validation required
LE129,"P(z) = I4pq(z, 1/2)",Literature,General,quantum_foam_espresso.pdf,"Page 3, Line 37","tation used by Nakamoto for the number of conﬁrmations). Theorem 1 ([3], 2017). After z conﬁrmations, the probabil- ity of success of a double spend by attackers with a relative hashrate of 0 < q < 1/...",Theoretical,,Theoretical validation required
LE130,"Ix(a, b) = Γ(a + b)",Literature,General,quantum_foam_espresso.pdf,"Page 3, Line 39","ity of success of a double spend by attackers with a relative hashrate of 0 < q < 1/2 is P(z) = I4pq(z, 1/2) where Ix(a, b) is the incomplete regularized beta function Ix(a, b) = Γ(a + b) Γ(a)Γ(b) Z x",Theoretical,,Theoretical validation required
LE131,"q = 0.1, after 6 conﬁrmations, the probability of a double",Literature,General,quantum_foam_espresso.pdf,"Page 3, Line 48",Bitcoin security depends on this probability computation. It is not just a theoretical result. It allows the estimation of the risk of a transaction to be reversed and the number of con- ﬁrmations req...,Theoretical,,Theoretical validation required
LE132,Corollary 1. Let s = 4pq < 1. When z →+∞the probability,Literature,General,quantum_foam_espresso.pdf,"Page 3, Line 60","is not a proof, but we can read this statement repeated over and over, but never proved before 2017. With the previous exact formula, using classical methods (Watson Lemma), we can prove the following...",Theoretical,,Theoretical validation required
LE133,"Figure 2: Probabilities P(z, κ) for q = 0.1 and distinct values of z.",Literature,General,quantum_foam_espresso.pdf,"Page 3, Line 66","P(z) ∼ sz √π(1 −s)z . Figure 2: Probabilities P(z, κ) for q = 0.1 and distinct values of z. One can obtain higher order asymptotics in the classical way, or by using equivalent combinatorical methods ...",Theoretical,,Theoretical validation required
LE134,average τ1 = zτ0 leaves extra time for the attacker to build his,Literature,General,quantum_foam_espresso.pdf,"Page 3, Line 71","One can obtain higher order asymptotics in the classical way, or by using equivalent combinatorical methods as in [6] We can be more precise by looking at the time it takes to the honest network to mi...",Theoretical,,Theoretical validation required
LE135,"Q(s, x) = Γ(s, x)",Literature,General,quantum_foam_espresso.pdf,"Page 3, Line 78","τ1 zτ0 , we can com- pute this probability P(z, κ) and we can also obtain an exact formula using the regularized incomplete Gamma function Q(s, x) = Γ(s, x) Γ(x) where",Theoretical,,Theoretical validation required
LE136,"P(z, κ) = 1 −Q(z, κ z q/p) +",Literature,General,quantum_foam_espresso.pdf,"Page 3, Line 87","x ts−1e−t dt is the incomplete Gamma function. Theorem 2. We have P(z, κ) = 1 −Q(z, κ z q/p) + q p",Theoretical,,Theoretical validation required
LE137,PL(t) = R(t) −C(t),Literature,General,quantum_foam_espresso.pdf,"Page 4, Line 13","proﬁts of a miner come from the block rewards that include the coinbase reward in new bitcoins created, and the transac- tion fees of the transactions in the block. The proﬁtability at instant t > 0 i...",Theoretical,,Theoretical validation required
LE138,R(t) = N(t) b,Literature,General,quantum_foam_espresso.pdf,"Page 4, Line 18","t where R(t) and C(t) represent, respectively, the rewards and the cost of the mining operation up to time t. If we don’t consider transaction fees we have R(t) = N(t) b where b > 0 is the coinbase re...",Theoretical,,Theoretical validation required
