EqID,Equation,Framework,Domain,SourceDoc,SourceLine,Description,VerificationStatus,RelatedEqs,ExperimentalTest,Category
UE733,2. Caputo Derivative: D^0.5(t^2) = (4t^1.5)/sqrtpi [OK],Unified,Math,PHASE1_COMPLETION_REPORT_2025-10-22.md,496,**Ch05: Fractal Calculus** (3 examples): 1. Koch Snowflake Dimension: D = log(4)/log(3) ~ 1.262 [OK] 2. Caputo Derivative: D^0.5(t^2) = (4t^1.5)/sqrtpi [OK] 3. Fractal Casimir Enhancement: eta ~ 1.18 ...,Theoretical,,Casimir force measurement with fractal geometries,Derived
UE734,"2. Monstrous Moonshine: 196,884 = 1 + 196,883 [OK]",Unified,Math,PHASE1_COMPLETION_REPORT_2025-10-22.md,501,"**Ch06: Monster Group** (3 examples - NEW): 1. Monster Order Factorization: |𝕄| ~ 8.08 x 10^5^3 [OK] 2. Monstrous Moonshine: 196,884 = 1 + 196,883 [OK] 3. Leech Lattice Kissing Number: k_2_4 = 196,560...",Theoretical,,Theoretical validation required,Derived
UE735,"3. Leech Lattice Kissing Number: k_2_4 = 196,560 [OK]",Unified,Math,PHASE1_COMPLETION_REPORT_2025-10-22.md,502,"**Ch06: Monster Group** (3 examples - NEW): 1. Monster Order Factorization: |𝕄| ~ 8.08 x 10^5^3 [OK] 2. Monstrous Moonshine: 196,884 = 1 + 196,883 [OK] 3. Leech Lattice Kissing Number: k_2_4 = 196,560...",Theoretical,,Theoretical validation required,Derived
UE736,cd C:\Users\ericj\Git-Projects\Math_Science\synthesis,Unified,General,PHASE1_COMPLETION_REPORT_2025-10-22.md,569,2. **Re-run Test Suite** (5 minutes): ```powershell cd C:\Users\ericj\Git-Projects\Math_Science\synthesis .\test_compilation.ps1 ``` - Expected: 7/7 tests PASS,Theoretical,,Theoretical validation required,Derived
UE737,- Each agent task = separate TODO item,Unified,General,PHASE1_COMPLETION_REPORT_2025-10-22.md,643,"- Key commands: `wc -l`, `ls -lh`, `grep`, `head` 3. **TodoWrite Granularity**: User's request for ""granular TODO tracking"" improved workflow - Each agent task = separate TODO item - Mark in_progress ...",Theoretical,,Theoretical validation required,Derived
UE738,"- Format file errors = system config, NOT LaTeX syntax",Unified,General,PHASE1_COMPLETION_REPORT_2025-10-22.md,663,"- Test individual chapters before full document 6. **MiKTeX Troubleshooting**: - Format file errors = system config, NOT LaTeX syntax - User/admin privilege mismatch is common - GUI method (Option 2) ...",Theoretical,,Theoretical validation required,Derived
UE739,SOLUTION: Run 'initexmf --admin --mklinks' to synchronize.,Unified,General,PHASE1_COMPLETION_REPORT_2025-10-22.md,870,ERROR: The FNDB (File Name DataBase) is corrupted. ERROR: User/administrator package management instances are out-of-sync. SOLUTION: Run 'initexmf --admin --mklinks' to synchronize. SOLUTION: Then run...,Theoretical,,Theoretical validation required,Experimental
UE740,SOLUTION: Then run 'initexmf --admin --dump=pdflatex' to rebuild formats.,Unified,General,PHASE1_COMPLETION_REPORT_2025-10-22.md,871,ERROR: The FNDB (File Name DataBase) is corrupted. ERROR: User/administrator package management instances are out-of-sync. SOLUTION: Run 'initexmf --admin --mklinks' to synchronize. SOLUTION: Then run...,Theoretical,,Theoretical validation required,Experimental
UE741,SOLUTION: Or use MiKTeX Console GUI (Tasks -> Update formats) - FASTER.,Unified,General,PHASE1_COMPLETION_REPORT_2025-10-22.md,872,ERROR: User/administrator package management instances are out-of-sync. SOLUTION: Run 'initexmf --admin --mklinks' to synchronize. SOLUTION: Then run 'initexmf --admin --dump=pdflatex' to rebuild form...,Theoretical,,Theoretical validation required,Derived
UE742,pdflatex -interaction=nonstopmode main.tex,Unified,General,README_v1.0.md,24,### Rebuild from Source ```bash cd synthesis pdflatex -interaction=nonstopmode main.tex bibtex main pdflatex -interaction=nonstopmode main.tex pdflatex -interaction=nonstopmode main.tex,Theoretical,,Theoretical validation required,Fundamental
UE743,"- Issue: TikZ figure too wide for page (xshift=10cm, yshift=-12cm)",Unified,Math,RELEASE_NOTES_v1.1.md,206,"**Fixes Applied**: 1. **fig_cayley_dickson_tree.tex** (477pt overfull): - Issue: TikZ figure too wide for page (xshift=10cm, yshift=-12cm) - Fix: Wrapped in `\resizebox{\textwidth}{!}{...}` to fit pag...",Theoretical,,Theoretical validation required,Derived
UE744,headheight=14pt,Unified,Math,RELEASE_NOTES_v1.1.md,240,**Fix Applied** (preamble.tex:235): ```latex % Before headheight=14pt % After headheight=25.2232pt,Theoretical,,Theoretical validation required,Derived
UE745,headheight=25.2232pt,Unified,General,RELEASE_NOTES_v1.1.md,243,headheight=14pt % After headheight=25.2232pt ``` **Impact**: All 12 headheight warnings eliminated,Theoretical,,Theoretical validation required,Derived
UE746,=== FINAL TEST RESULTS ===,Unified,General,RELEASE_NOTES_v1.1.md,341,**Test Results**: ``` === FINAL TEST RESULTS === PASSED: 30/30 FAILED: 0/30 PASS RATE: 100%,Theoretical,,Theoretical validation required,Derived
UE747,PASSED: 30/30,Unified,General,RELEASE_NOTES_v1.1.md,342,**Test Results**: ``` === FINAL TEST RESULTS === PASSED: 30/30 FAILED: 0/30 PASS RATE: 100% ```,Theoretical,,Theoretical validation required,Derived
UE748,FAILED: 0/30,Unified,General,RELEASE_NOTES_v1.1.md,343,``` === FINAL TEST RESULTS === PASSED: 30/30 FAILED: 0/30 PASS RATE: 100% ```,Theoretical,,Theoretical validation required,Derived
UE749,"- Graphics: tikz, pgfplots (compat=1.18)",Unified,General,RELEASE_NOTES_v1.1.md,520,"### Required Packages - Core: amsmath, amssymb, amsthm, mathtools, physics - Graphics: tikz, pgfplots (compat=1.18) - Bibliography: natbib - Index: makeidx - Cross-refs: hyperref, cleveref",Theoretical,,Theoretical validation required,Derived
UE750,- **Error**: `grid=major` syntax incompatibility with pgfplots legend,Unified,General,SESSION_PHASE2_COMPLETION_2025-10-22.md,81,- **Result**: Ch15 compiles -> 151KB PDF [OK] #### Ch14: pgfplots Grid Syntax Error - **Error**: `grid=major` syntax incompatibility with pgfplots legend - **Root Cause**: `grid=major` interfering wit...,Theoretical,,Theoretical validation required,Derived
UE751,- **Root Cause**: `grid=major` interfering with `legend pos=north`,Unified,General,SESSION_PHASE2_COMPLETION_2025-10-22.md,82,#### Ch14: pgfplots Grid Syntax Error - **Error**: `grid=major` syntax incompatibility with pgfplots legend - **Root Cause**: `grid=major` interfering with `legend pos=north` - **Fix**: Changed to `gr...,Theoretical,,Theoretical validation required,Derived
UE752,"- **Fix**: Changed to `grid style={line width=.1pt, draw=gray!30}` (2 axes)",Unified,General,SESSION_PHASE2_COMPLETION_2025-10-22.md,83,#### Ch14: pgfplots Grid Syntax Error - **Error**: `grid=major` syntax incompatibility with pgfplots legend - **Root Cause**: `grid=major` interfering with `legend pos=north` - **Fix**: Changed to `gr...,Theoretical,,Theoretical validation required,Derived
UE753,"- Lines 24, 52: Fixed `grid=major` -> `grid style={...}`",Unified,General,SESSION_PHASE2_COMPLETION_2025-10-22.md,148,"- Lines 39-45: Commented out missing PNG figure 3. **modules/figures/fig_metaprinciple_potential.tex** - Lines 24, 52: Fixed `grid=major` -> `grid style={...}` - Lines 25, 53: Changed `legend pos=nort...",Theoretical,,Theoretical validation required,Derived
UE754,"- Lines 25, 53: Changed `legend pos=north` -> `north east`",Unified,General,SESSION_PHASE2_COMPLETION_2025-10-22.md,149,"3. **modules/figures/fig_metaprinciple_potential.tex** - Lines 24, 52: Fixed `grid=major` -> `grid style={...}` - Lines 25, 53: Changed `legend pos=north` -> `north east` - Lines 73-129: Commented out...",Theoretical,,Theoretical validation required,Derived
UE755,- ~30-35 equations per chapter x 10 chapters = **300-350 equations**,Unified,General,SESSION_PHASE2_COMPLETION_2025-10-22.md,165,"- Cross-references to Ch02 (Cayley-Dickson), Ch04 (E8), Ch05 (Fractals) **Estimated Total Equations** (Ch07-16): - ~30-35 equations per chapter x 10 chapters = **300-350 equations** - Meets project ta...",Theoretical,,Theoretical validation required,Derived
UE756,"- Add 30 worked examples (3 per chapter, ~15 min each) = 7.5 hours",Unified,General,SESSION_PHASE2_COMPLETION_2025-10-22.md,205,"### Actual Status: - Phase 2-4 base content: **ALREADY COMPLETE** (4,816 lines exist) - Remaining work: ~6-10 hours - Add 30 worked examples (3 per chapter, ~15 min each) = 7.5 hours - Fix missing fig...",Theoretical,,Theoretical validation required,Derived
UE757,- Fix missing figures (2 files) = 1 hour,Unified,General,SESSION_PHASE2_COMPLETION_2025-10-22.md,206,"- Phase 2-4 base content: **ALREADY COMPLETE** (4,816 lines exist) - Remaining work: ~6-10 hours - Add 30 worked examples (3 per chapter, ~15 min each) = 7.5 hours - Fix missing figures (2 files) = 1 ...",Theoretical,,Theoretical validation required,Derived
UE758,- Enhance Ch15 from skeleton = 2 hours,Unified,General,SESSION_PHASE2_COMPLETION_2025-10-22.md,207,"- Remaining work: ~6-10 hours - Add 30 worked examples (3 per chapter, ~15 min each) = 7.5 hours - Fix missing figures (2 files) = 1 hour - Enhance Ch15 from skeleton = 2 hours - Final polishing = 1 h...",Theoretical,,Theoretical validation required,Derived
UE759,- Final polishing = 1 hour,Unified,General,SESSION_PHASE2_COMPLETION_2025-10-22.md,208,"- Add 30 worked examples (3 per chapter, ~15 min each) = 7.5 hours - Fix missing figures (2 files) = 1 hour - Enhance Ch15 from skeleton = 2 hours - Final polishing = 1 hour **Time Saved**: ~35-40 hou...",Theoretical,,Theoretical validation required,Derived
UE760,"- Color-coded output (Green=SUCCESS, Red=FAILED)",Unified,General,SESSION_SUMMARY_2025-10-22_FINAL.md,86,"**Test Suite Features**: - Automated compilation with error detection - Color-coded output (Green=SUCCESS, Red=FAILED) - Error message extraction (first 5 errors per chapter) - Summary statistics (N/7...",Theoretical,,Theoretical validation required,Fundamental
UE761,"**Lesson**: Test actual functionality, don't assume error = blocker",Unified,General,SESSION_SUMMARY_2025-10-22_FINAL.md,300,"**MiKTeX Warning**: ""User/administrator updates are out-of-sync"" **Perception**: Seemed like blocker (compilation failed in tests) **Reality**: Warning harmless, compilation works **Lesson**: Test act...",Theoretical,,Theoretical validation required,Derived
UE762,"- **Total Commands Searched**: 15 (physics conflicts) + 3 (MiKTeX, figure, unicode) = 18",Unified,GR,SESSION_SUMMARY_2025-10-22_FINAL.md,382,"### Session Metrics - **Total Commands Searched**: 15 (physics conflicts) + 3 (MiKTeX, figure, unicode) = 18 - **Web Searches Performed**: 8 queries - **Files Modified**: 2 (preamble.tex, ch04_e8_latt...",Theoretical,,Theoretical validation required,Derived
UE763,"- **PDF Output**: Ch04 = 390KB, 14 pages (verified)",Unified,General,SESSION_SUMMARY_2025-10-22_FINAL.md,394,"- **Total Lines Transformed**: 4,232 lines across 6 chapters - **Chapter Growth**: +60% average (Ch04: +44%, Ch05: +77%, Ch06: +40%) - **Worked Examples Added**: 9 total (3 per chapter for Ch04-06) - ...",Theoretical,,Theoretical validation required,Derived
UE764,- Golden ratio energy spectrum (phi = 1.618),Unified,QM,TRANSFORMATION_SUMMARY_2025-10-21.md,28,"**Added Content**: 1. Opening Story: CoNb_2O_6 quantum magnet experiment (2010, Coldea) - Golden ratio energy spectrum (phi = 1.618) - E_8 symmetry in condensed matter 2. Worked Example 1: Root Verifi...",Theoretical,,Theoretical validation required,Derived
UE765,"- Type 1 count: C(8,2)x4 = 112",Unified,Math,TRANSFORMATION_SUMMARY_2025-10-21.md,31,"- Golden ratio energy spectrum (phi = 1.618) - E_8 symmetry in condensed matter 2. Worked Example 1: Root Verification - Type 1 count: C(8,2)x4 = 112 - Type 2 count: sum of binomials = 128 - Total: 24...",Theoretical,,Theoretical validation required,Derived
UE766,- Type 2 count: sum of binomials = 128,Unified,Math,TRANSFORMATION_SUMMARY_2025-10-21.md,32,"- E_8 symmetry in condensed matter 2. Worked Example 1: Root Verification - Type 1 count: C(8,2)x4 = 112 - Type 2 count: sum of binomials = 128 - Total: 240 roots [OK] 3. Worked Example 2: Edge Count ...",Theoretical,,Theoretical validation required,Derived
UE767,- Coordination number k=56,Unified,General,TRANSFORMATION_SUMMARY_2025-10-21.md,35,- Type 2 count: sum of binomials = 128 - Total: 240 roots [OK] 3. Worked Example 2: Edge Count Derivation - Coordination number k=56 - Formula: E = 240x56/2 = 6720 [OK] 4. Worked Example 3: Sphere Pac...,Theoretical,,Theoretical validation required,Derived
UE768,- Formula: E = 240x56/2 = 6720 [OK],Unified,General,TRANSFORMATION_SUMMARY_2025-10-21.md,36,- Total: 240 roots [OK] 3. Worked Example 2: Edge Count Derivation - Coordination number k=56 - Formula: E = 240x56/2 = 6720 [OK] 4. Worked Example 3: Sphere Packing Density - V_8(r) = pi^4r⁸/24 - Del...,Theoretical,,Theoretical validation required,Derived
UE769,- V_8(r) = pi^4r⁸/24,Unified,General,TRANSFORMATION_SUMMARY_2025-10-21.md,38,- Coordination number k=56 - Formula: E = 240x56/2 = 6720 [OK] 4. Worked Example 3: Sphere Packing Density - V_8(r) = pi^4r⁸/24 - Delta_8 = pi^4/384 ~ 0.2537 [OK] 5. Physical Interpretations: - Aether...,Theoretical,,Theoretical validation required,Derived
UE770,- Delta_8 = pi^4/384 ~ 0.2537 [OK],Unified,General,TRANSFORMATION_SUMMARY_2025-10-21.md,39,- Formula: E = 240x56/2 = 6720 [OK] 4. Worked Example 3: Sphere Packing Density - V_8(r) = pi^4r⁸/24 - Delta_8 = pi^4/384 ~ 0.2537 [OK] 5. Physical Interpretations: - Aether ZPE foam nodes - Gauge the...,Theoretical,,Quantum foam perturbation detection,Derived
UE771,- Fractal dimension D = log(N)/log(1/epsilon),Unified,QM,TRANSFORMATION_SUMMARY_2025-10-21.md,57,**Added Content**: 1. Opening Story: Mandelbrot's Coastline Paradox (1967) - Britain's coastline length diverges - Fractal dimension D = log(N)/log(1/epsilon) - Connection to Planck-scale foam (d_frac...,Theoretical,,Quantum foam perturbation detection,Derived
UE772,- D = log(4)/log(3) ~ 1.262,Unified,QM,TRANSFORMATION_SUMMARY_2025-10-21.md,60,"- Fractal dimension D = log(N)/log(1/epsilon) - Connection to Planck-scale foam (d_frac ~ 3.7) 2. Worked Example 1: Koch Snowflake Dimension - D = log(4)/log(3) ~ 1.262 - Infinite perimeter, finite ar...",Theoretical,,Quantum foam perturbation detection,Derived
UE773,- D^0.5(t^2) = (4t^1.5)/sqrtpi,Unified,General,TRANSFORMATION_SUMMARY_2025-10-21.md,63,"- D = log(4)/log(3) ~ 1.262 - Infinite perimeter, finite area 3. Worked Example 2: Caputo Derivative - D^0.5(t^2) = (4t^1.5)/sqrtpi - Physical application to anomalous diffusion 4. Worked Example 3: F...",Theoretical,,Theoretical validation required,Derived
UE774,- Standard force at a=100nm,Unified,Experimental,TRANSFORMATION_SUMMARY_2025-10-21.md,66,- D^0.5(t^2) = (4t^1.5)/sqrtpi - Physical application to anomalous diffusion 4. Worked Example 3: Fractal Casimir Enhancement - Standard force at a=100nm - Enhancement factor eta ~ 1.18 (18%) - Experi...,Theoretical,,Casimir force measurement with fractal geometries,Derived
UE775,"- 196,884 = 196,883 + 1 (Monster dims + trivial rep)",Unified,EM,TRANSFORMATION_SUMMARY_2025-10-21.md,87,"**Added Content**: 1. Opening Story: McKay's 1978 Observation - 196,884 = 196,883 + 1 (Monster dims + trivial rep) - Monstrous moonshine discovery - Borcherds proof (1992, Fields Medal 1998) - Connect...",Theoretical,,Theoretical validation required,Experimental
UE776,"$files = @(""ch01_mathematical_preliminaries.tex"", ""ch02_cayley_dickson_algebras.tex"", ""ch03_exceptional_lie_groups.tex"")",Unified,Math,LATEX_AUDIT_REPORT.md,146,"### Command to Fix All: ```powershell # From synthesis/chapters/foundations directory $files = @(""ch01_mathematical_preliminaries.tex"", ""ch02_cayley_dickson_algebras.tex"", ""ch03_exceptional_lie_groups...",Theoretical,,Theoretical validation required,Derived
UE777,"In 2010, a team led by Radu Coldea at Oxford University made a stunning discovery while studying a peculiar quantum magnet made of cobalt-niobate (CoNb$_2$O$_6$). They cooled the crystal to near absolute zero and applied a strong magnetic field transverse to the chain direction. As they swept the field strength, they observed something unprecedented: the ratio of energies between the first two excited states was not some random number, but precisely the golden ratio $\phi = 1.618\ldots$.",Unified,EM,ch04_test.txt,15,"\section*{Opening: The Quantum Magnet that Revealed $E_8$} %------------------------------------------------------------------------------ In 2010, a team led by Radu Coldea at Oxford University made ...",Theoretical,,Vibrational spectroscopy in crystals,Derived
UE778,- Fractal dimension calculation (D_f = 1.585),Unified,Math,README_CH28_FIGURES.md,37,- **Key Features:** - 4 iterations of fractal recursion - Self-similarity demonstration at multiple scales - Fractal dimension calculation (D_f = 1.585) - Multi-frequency coupling indicators ### Figur...,Theoretical,,Theoretical validation required,Derived
UE779,Chapter 28: Energy Technologies - Zero-Point Energy Harvesting,Unified,General,README_CH28_FIGURES.md,164,Authored by Dr. Computernonymouse Professional physics visualization for academic publication Chapter 28: Energy Technologies - Zero-Point Energy Harvesting,Theoretical,,Theoretical validation required,Derived
LE805,PLEASE CITE THIS ARTICLE AS DOI: 10.1063/5.0038222,Literature,General,094101_1_accepted_manuscript.pdf,"Page 1, Line 78","tor target20. The Bremsstrahlung x-rays further inter- act with atomic nuclei and create more electron-positron pairs. This is the author’s peer reviewed, accepted manuscript. However, the online vers...",Theoretical,,Theoretical validation required,Derived
LE806,"(a1), (b1) Sheath ﬁeld Ez at r = 0 as a function",Literature,Thermo,094101_1_accepted_manuscript.pdf,"Page 5, Line 13","the usual collimating eﬀect associated with the front sur- face micro-wires described in previous work18,19 did not show up in the electron spectrum measured at at 0◦. FIG. 5. (a1), (b1) Sheath ﬁeld E...",Theoretical,,Theoretical validation required,Derived
LE807,ﬁeld at r=0 and average Ez ﬁeld over the 1 mm diameter,Literature,Thermo,094101_1_accepted_manuscript.pdf,"Page 5, Line 27","shows the evolution of the sheath ﬁeld Ez as a function of the longitudinal position z and time t. Column (a) are the results from the ﬂat target and column (b) are from structure 1. Images (a1),(b1) ...",Theoretical,,Theoretical validation required,Derived
LE808,z0 = 1 mm indicates the back surface of the target. These,Literature,General,094101_1_accepted_manuscript.pdf,"Page 5, Line 33","the corresponding voltages V calculated by integrating Ez over the longitudinal distance z. V = R z zo Ezdz, where z0 = 1 mm indicates the back surface of the target. These plots allow for an estimate...",Theoretical,,Theoretical validation required,Derived
LE809,of the sheath ﬁeld. The images at r = 0 indicate that,Literature,Thermo,094101_1_accepted_manuscript.pdf,"Page 5, Line 35","R z zo Ezdz, where z0 = 1 mm indicates the back surface of the target. These plots allow for an estimate of the accelerating capability of the sheath ﬁeld. The images at r = 0 indicate that passes of ...",Theoretical,,Theoretical validation required,Derived
LE810,"PACS numbers: 63.20.-e, 63.20.dk, 63.10.+a",Literature,Thermo,1111.4064v2.pdf,"Page 1, Line 13","whose constituent atoms share the same bonding geometry, we prove the existence of a characteristic temperature, T0, at which the magnitude of zero-point vibrations equals to that of the excited vibra...",Theoretical,,Theoretical validation required,Derived
LE811,"where the number of atoms per primitive cell is r, and j = 1, …, r.  is the reduced Planck",Literature,QM,1111.4064v2.pdf,"Page 3, Line 55","   , (1) where the number of atoms per primitive cell is r, and j = 1, …, r.  is the reduced Planck constant; m is the mass of each atom; q is the wave vector in reciprocal space and R is the tran...",Theoretical,,Theoretical validation required,Derived
LE812,"1, 2, .., 3r) phonon branch with a wave number q (= q ) and a frequency",Literature,QM,1111.4064v2.pdf,"Page 3, Line 58",", (1) where the number of atoms per primitive cell is r, and j = 1, …, r.  is the reduced Planck constant; m is the mass of each atom; q is the wave vector in reciprocal space and R is the translatio...",Theoretical,,Theoretical validation required,Derived
LE813,", where r = 1 for crystals with monoatomic basis and r ≥ 2 for",Literature,General,1111.4064v2.pdf,"Page 5, Line 160","Nr    , where r = 1 for crystals with monoatomic basis and r ≥ 2 for crystals with multiatomic basis. The corresponding MSD quantities are as follows:",Theoretical,,Vibrational spectroscopy in crystals,Derived
LE814,"at T = 4.2 K, 77 K, and 293 K, are listed in Table I for both systems, with comparison to that",Literature,General,1111.4064v2.pdf,"Page 8, Line 12","  stated in theorem 2 is well satisfied for the T0 obtained using the Debye VDOS. The calculated total MSD at T = 4.2 K, 77 K, and 293 K, are listed in Table I for both systems, with comparison to t...",Theoretical,,Theoretical validation required,Derived
LE815,"not negligible even at room temperature. Indeed, at T = 298 K, the ratio",Literature,Thermo,1111.4064v2.pdf,"Page 8, Line 17","from the literature [10]. One finds satisfactory agreement, despite the systematic deviation between the DFPT and Debye data lines, which is due to the different VDOS employed in calculation. The valu...",Theoretical,,Theoretical validation required,Experimental
LE816,"high Debye temperature, such as beryllium (θD = 1440 K) [18], T0 will also be a high value.",Literature,GR,1111.4064v2.pdf,"Page 9, Line 5","9 geometric condition, which is true for the crystals of most (if not all) elements in the periodic table. As a result, one can expect that, besides diamond, for the crystals of other elements with a ...",Theoretical,,Vibrational spectroscopy in crystals,Derived
LE817,Acknowledgements: The authors would like to express their sincere thanks to the crew of,Literature,Math,1111.4064v2.pdf,"Page 10, Line 6","10 and graphene (two-dimensional), and to the more complex systems whose constituent atoms have different bonding geometries. Acknowledgements: The authors would like to express their sincere thanks t...",Theoretical,,Dimensional spectroscopy,Derived
LE818,"where r is number of atoms per primitive cell, and j = 1, …, r.",Literature,General,1111.4064v2.pdf,"Page 10, Line 25","j r  , (A.1) where r is number of atoms per primitive cell, and j = 1, …, r. Proof. – Atomic vibrations of a crystal can be studied within the primitive cell, by using the translational geometry. The...",Theoretical,,Vibrational spectroscopy in crystals,Derived
LE819,", where α, β = x, y, z, and q  is the wave vector, j and j` denote the",Literature,QM,1111.4064v2.pdf,"Page 10, Line 45","j j    , where α, β = x, y, z, and q is the wave vector, j and j` denote the atoms in the primitive cell. a) If r = 1, then j = 1. The polarization vectors satisfy",Theoretical,,Theoretical validation required,Derived
LE820,"a) If r = 1, then j = 1. The polarization vectors satisfy",Literature,QM,1111.4064v2.pdf,"Page 10, Line 47","  , where α, β = x, y, z, and q is the wave vector, j and j` denote the atoms in the primitive cell. a) If r = 1, then j = 1. The polarization vectors satisfy , , `",Theoretical,,Theoretical validation required,Derived
LE821,follows that the frequency point ω = 0 is a removable singularity. This is true due to the finite,Literature,QM,1111.4064v2.pdf,"Page 11, Line 190","A g  at the low frequency region. From Eqs. (5)-(7), it follows that the frequency point ω = 0 is a removable singularity. This is true due to the finite size of realistic systems. Under long wavelen...",Theoretical,,Theoretical validation required,Derived
LE822,"shows that, when the ratio ζ = θD/T = 2.99345, the difference between the left side and right side",Literature,Thermo,1111.4064v2.pdf,"Page 13, Line 115","(  . (B. 1) It is clear that T0 is solely determined by the Debye temperature θD. Our numerical calculation shows that, when the ratio ζ = θD/T = 2.99345, the difference between the left side and rig...",Theoretical,,Theoretical validation required,Derived
LE823,http://www.engineeringtoolbox.com/linear-expansion-coefficients-d_95.html.,Literature,General,1111.4064v2.pdf,"Page 15, Line 9","[17] P. Pavone, K. Karch, O. Schütt, D. Strauch, W. Windl, P. Giannozzi, S. Baroni, Phys. Rev. B 48, 3156 (1993). [18] C. Kittel, Introduction to Solid State Physics, 8th edition, John Wiley & Sons, I...",Theoretical,,Theoretical validation required,Derived
LE824,"Edited by: Shadia Jamil Ikhmayies, Bowen Li, John S. Carpenter, Jiann-Yang Hwang, Sergio Neves Monteiro, Jian Li,",Literature,General,978-3-319-48210-1_10.pdf,"Page 1, Line 50","The results in Table I show that the main compositions in the samples are SiO2 and Al2O3 while containing a small amount of MnO and Na2O. In addition, HN-1 contains only trace amounts of Fe and Fe2O3 ...",Theoretical,,Theoretical validation required,Derived
LE825,P = d T,Literature,EM,978-3-319-48210-1_10.pdf,"Page 2, Line 83","Any stress (tensile stress, compressive stress, or shear stress) applied to this kind of material can produce electric dipole. If the material is placed between two metals, the applied stress T and el...",Theoretical,,Theoretical validation required,Derived
PE826,"#  , W = energy  = length",Pais,General,Comment on the Pais Superforce Theory.pdf,"Page 3, Line 9","! = #$% &"" ' # , W = energy  = length • Result : ",Theoretical,,Theoretical validation required,Derived
PE827,(h*= ),Pais,GR,Comment on the Pais Superforce Theory.pdf,"Page 5, Line 4",Pais Physical Interpretation Continued Gravity Force at Planck Scale (h*= ),Theoretical,,Theoretical validation required,Derived
PE828,rp = LP,Pais,General,Comment on the Pais Superforce Theory.pdf,"Page 6, Line 2",GEM form for Pais Interpretation rp = LP,Theoretical,,Theoretical validation required,Derived
PE829,"S = Poynting Flux,   u = background energy",Pais,GR,Comment on the Pais Superforce Theory.pdf,"Page 8, Line 4","GEM Vacuum Bernoulli Equation for Gravity Control ( Also Can be derived from Puthoff’s Theory) S = Poynting Flux, u = background energy density , G = Newton Gravitation Constant, c= speed of light, g ...",Theoretical,,Theoretical validation required,Derived
PE830,"density  , G = Newton Gravitation Constant,",Pais,GR,Comment on the Pais Superforce Theory.pdf,"Page 8, Line 5","GEM Vacuum Bernoulli Equation for Gravity Control ( Also Can be derived from Puthoff’s Theory) S = Poynting Flux, u = background energy density , G = Newton Gravitation Constant, c= speed of light, g ...",Theoretical,,Theoretical validation required,Derived
PE831,"c= speed of light, g = Gravity field , K= constant",Pais,GR,Comment on the Pais Superforce Theory.pdf,"Page 8, Line 6","Control ( Also Can be derived from Puthoff’s Theory) S = Poynting Flux, u = background energy density , G = Newton Gravitation Constant, c= speed of light, g = Gravity field , K= constant",Theoretical,,Theoretical validation required,Derived
PE832,"negative energy density:  - g2/8pG, of increased gravity fields",Pais,QM,Comment on the Pais Superforce Theory.pdf,"Page 10, Line 5",Gravity fields have negative energy density • Thought experiment : Spherical shell collapses –’mass at a distance’ is unchanged • Kinetic energy of collapsing shell ½ mv2 is compensated for by negativ...,Theoretical,,Theoretical validation required,Derived
LE833,Small T: 𝑒ℏ𝜔/𝑘𝐵𝑇≫1 →,Literature,General,Phys-140A-lecture-14v3.pdf,"Page 1, Line 20",𝑒ℏ𝜔/𝑘𝐵𝑇−1 (What are the limits of this expression for very small T and for very large T)? Small T: 𝑒ℏ𝜔/𝑘𝐵𝑇≫1 → 〈𝑛〉~𝑒−ℏ𝜔/𝑘𝐵𝑇 Large T: 𝑒,Theoretical,,Theoretical validation required,Derived
LE834,𝐾𝐸= 𝑝2/2𝑚,Literature,General,Phys-140A-lecture-14v3.pdf,"Page 1, Line 30",𝑘𝐵𝑇 〈𝑛〉~𝑘𝐵𝑇/ℏ𝜔 Relationship between energy and momentum 𝐾𝐸= 𝑝2/2𝑚 For each particle Depends on which branch you,Theoretical,,Theoretical validation required,Derived
LE835,"k=0, 𝜔~𝑣𝑠𝑘 where k is crystal",Literature,General,Phys-140A-lecture-14v3.pdf,"Page 1, Line 35","For each particle Depends on which branch you are considering (see chapter 4), but for acoustic phonons near k=0, 𝜔~𝑣𝑠𝑘 where k is crystal momentum and 𝑣𝑠 is speed of sound",Theoretical,,Vibrational spectroscopy in crystals,Derived
LE836,𝑈= 3𝑁𝑘𝐵𝑇,Literature,Thermo,Phys-140A-lecture-14v3.pdf,"Page 1, Line 42","Relationship between temperature and total internal energy For an N-particle gas 𝑈= 3𝑁𝑘𝐵𝑇 𝑈= ∑∑< 𝑛𝐾,𝑝> ℏ𝜔𝐾,𝑝 𝑝",Theoretical,,Theoretical validation required,Derived
LE837,"𝑈= ∑∑< 𝑛𝐾,𝑝> ℏ𝜔𝐾,𝑝",Literature,Thermo,Phys-140A-lecture-14v3.pdf,"Page 1, Line 43","temperature and total internal energy For an N-particle gas 𝑈= 3𝑁𝑘𝐵𝑇 𝑈= ∑∑< 𝑛𝐾,𝑝> ℏ𝜔𝐾,𝑝 𝑝 𝐾",Theoretical,,Theoretical validation required,Derived
